arch,pretrained,family,aro::VG_Relation,aro::VG_Attribute,aro::Flickr30k_Order,aro::COCO_Order,colorswap::text,colorswap::image,colorswap::group,crepe::atom,crepe::swap,crepe::negate,eqben::eqbenyoucook2::text,eqben::eqbenyoucook2::image,eqben::eqbenyoucook2::group,eqben::eqbengebc::text,eqben::eqbengebc::image,eqben::eqbengebc::group,eqben::eqbenag::text,eqben::eqbenag::image,eqben::eqbenag::group,eqben::eqbenkubric_loc::text,eqben::eqbenkubric_loc::image,eqben::eqbenkubric_loc::group,eqben::eqbenkubric_cnt::text,eqben::eqbenkubric_cnt::image,eqben::eqbenkubric_cnt::group,eqben::eqbenkubric_attr::text,eqben::eqbenkubric_attr::image,eqben::eqbenkubric_attr::group,eqben::eqbensd::text,eqben::eqbensd::image,eqben::eqbensd::group,imagecode::videos,imagecode::static,mmvp_vlm::Orientation and Direction::text,mmvp_vlm::Orientation and Direction::image,mmvp_vlm::Orientation and Direction::group,mmvp_vlm::Presence of Specific Features::text,mmvp_vlm::Presence of Specific Features::image,mmvp_vlm::Presence of Specific Features::group,mmvp_vlm::State and Condition::text,mmvp_vlm::State and Condition::image,mmvp_vlm::State and Condition::group,mmvp_vlm::Quantity and Count::text,mmvp_vlm::Quantity and Count::image,mmvp_vlm::Quantity and Count::group,mmvp_vlm::Positional and Relational Context::text,mmvp_vlm::Positional and Relational Context::image,mmvp_vlm::Positional and Relational Context::group,mmvp_vlm::Color and Appearance::text,mmvp_vlm::Color and Appearance::image,mmvp_vlm::Color and Appearance::group,mmvp_vlm::Structural Characteristics::text,mmvp_vlm::Structural Characteristics::image,mmvp_vlm::Structural Characteristics::group,mmvp_vlm::Texts::text,mmvp_vlm::Texts::image,mmvp_vlm::Texts::group,mmvp_vlm::Viewpoint and Perspective::text,mmvp_vlm::Viewpoint and Perspective::image,mmvp_vlm::Viewpoint and Perspective::group,sugarcrepe::replace_obj,sugarcrepe::replace_att,sugarcrepe::replace_rel,sugarcrepe::swap_obj,sugarcrepe::swap_att,sugarcrepe::add_obj,sugarcrepe::add_att,svo_probes::subj_neg,svo_probes::verb_neg,svo_probes::obj_neg,valse::existence,valse::plurals,valse::counting-hard,valse::counting-small-quant,valse::counting-adversarial,valse::relations,valse::action-replacement,valse::actant-swap,valse::coreference-standard,valse::coreference-hard,valse::foil-it,vl_checklist::Object_Location_center,vl_checklist::Object_Location_margin,vl_checklist::Object_Location_mid,vl_checklist::Object_Size_large,vl_checklist::Object_Size_medium,vl_checklist::Object_Size_small,vl_checklist::Attribute_action,vl_checklist::Attribute_color,vl_checklist::Attribute_material,vl_checklist::Attribute_size,vl_checklist::Attribute_state,vl_checklist::Relation_action,vl_checklist::Relation_spatial,whatsup::WhatsUp_A,whatsup::WhatsUp_B,whatsup::COCO_QA_ONE,whatsup::COCO_QA_TWO,whatsup::VG_QA_ONE,whatsup::VG_QA_TWO,winoground::text,winoground::image,winoground::group,coco_karpathy::i2t/R@1,coco_karpathy::i2t/R@5,coco_karpathy::i2t/R@10,coco_karpathy::t2i/R@1,coco_karpathy::t2i/R@5,coco_karpathy::t2i/R@10,flickr30k::i2t/R@1,flickr30k::i2t/R@5,flickr30k::i2t/R@10,flickr30k::t2i/R@1,flickr30k::t2i/R@5,flickr30k::t2i/R@10,elevator::caltech101,elevator::cifar10,elevator::cifar100,elevator::country211,elevator::dtd,elevator::eurosat-clip,elevator::fer2013,elevator::fgvc-aircraft-2013b,elevator::flower102,elevator::food101,elevator::gtsrb,elevator::hateful-memes,elevator::imagenet-1k,elevator::kitti-distance,elevator::mnist,elevator::oxford-iiit-pets,elevator::patchcamelyon,elevator::rendered-sst2,elevator::resisc45-clip,elevator::stanfordcar,elevator::voc2007classification
xlm-roberta-base-ViT-B-32,laion5b_s13b_b90k,OpenCLIP,37.27533114773076,60.35554918218274,38.42,31.291483406637344,61.33333333333333,24.666666666666668,20.333333333333332,16.81545937394056,13.23430114787306,17.731029301277236,58.84534013828001,54.426486946280185,43.73486880848001,12.238147739801542,16.81367144432194,4.906284454244763,15.523913576213037,9.851331481784023,3.507392582911289,7.3999999999999995,4.2,0.75,39.95,25.45,15.8,48.8,48.4,30.9,91.07732980832782,90.6146728354263,84.20356906807666,15.598290598290598,63.48837209302326,6.666666666666667,26.666666666666668,6.666666666666667,33.33333333333333,26.666666666666668,20.0,53.333333333333336,20.0,6.666666666666667,20.0,20.0,0.0,0.0,6.666666666666667,0.0,73.33333333333333,53.333333333333336,53.333333333333336,40.0,26.666666666666668,13.333333333333334,33.33333333333333,20.0,13.333333333333334,20.0,13.333333333333334,6.666666666666667,93.15980629539952,84.01015228426397,69.20341394025604,63.26530612244898,67.56756756756756,87.77885548011639,81.0693641618497,88.41201716738198,83.48739185092066,92.85277947464876,70.29702970297029,64.39482961222092,62.67281105990783,67.55555555555556,62.80752532561505,60.0,82.09876543209876,53.95152792413066,51.55367231638418,55.769230769230774,88.86532343584305,86.77499999999999,72.59917708554072,83.00707547169812,86.52499999999999,79.74526957758509,69.69104136604136,72.0,72.5,68.55000000000001,57.85,67.88788522848034,60.93333333333334,53.7,28.398058252427184,27.205882352941174,45.08233199821985,48.40909090909091,43.36206896551724,49.48453608247423,31.25,9.0,7.249999999999999,53.52,77.94,86.38,37.77688924430228,63.442622950819676,73.47860855657737,82.7,96.4,97.8,64.5,86.26,91.68,90.03728141514415,93.64,76.96,18.943127962085306,60.21276595744681,59.78,47.06046252438005,26.86185383244207,62.34359305523589,80.11089108910892,45.6215360253365,56.211294426397394,62.342,18.143459915611814,74.07000000000001,86.04939201374806,50.4119873046875,53.54200988467874,63.587301587301596,85.58636985449571,83.42413622316587
CLIP_ViT-B-16,real371m,Scaling,41.85873949805362,59.172391258728375,38.58,33.64654138344662,45.33333333333333,17.666666666666668,15.0,17.470900666742004,12.775151924375422,18.418771311333295,56.864926170690744,55.508298981439076,43.16124670112762,13.009922822491731,19.18412348401323,5.622932745314222,10.262314164352231,10.346552850841366,2.499081032511028,8.25,5.3,1.25,36.55,25.45,15.2,45.45,49.45,29.549999999999997,91.40779907468605,92.39920687376075,86.1202908129544,16.98717948717949,61.86046511627907,13.333333333333334,6.666666666666667,0.0,33.33333333333333,13.333333333333334,13.333333333333334,40.0,53.333333333333336,33.33333333333333,13.333333333333334,13.333333333333334,13.333333333333334,6.666666666666667,20.0,6.666666666666667,73.33333333333333,60.0,60.0,46.666666666666664,33.33333333333333,20.0,20.0,20.0,6.666666666666667,26.666666666666668,20.0,13.333333333333334,92.79661016949152,81.47208121827411,64.22475106685633,63.6734693877551,62.91291291291291,83.65664403491756,78.17919075144508,89.67274678111588,83.02891370258078,92.36408063530848,70.29702970297029,64.39482961222092,61.175115207373274,64.88888888888889,63.38639652677279,60.5607476635514,78.5493827160494,58.27186512118019,55.225988700564976,58.65384615384615,90.45599151643691,86.41666666666667,69.80146158555249,82.0998427672956,86.04166666666667,76.8809351679048,68.61126743626743,72.25,68.6,68.05,58.2,63.456535600425084,68.13333333333334,47.5,26.45631067961165,28.431372549019606,45.08233199821985,48.18181818181818,43.275862068965516,50.171821305841924,29.5,10.25,7.5,55.06,78.64,86.6,38.04478208716513,63.718512594962014,73.89044382247101,83.2,95.6,97.8,65.52,86.72,92.68,92.35599568900744,93.92,75.61,17.4739336492891,50.0531914893617,43.82,49.81889105600446,14.362745098039214,66.94406173949972,85.66732673267326,42.77117973079969,54.59986238018275,66.75,15.471167369901547,61.650000000000006,88.82343830656782,51.4312744140625,54.2559033498078,65.92460317460316,83.31053351573188,82.8057806886688
auto-ViT-63M-32-Text-31M,laion-yfcc,TinyCLIP,42.32204732208341,62.59692833463303,39.34,31.503398640543782,51.33333333333333,23.666666666666668,17.666666666666668,16.99062040908577,14.220121539500338,13.697046754897995,56.72315644834129,53.54751466771358,41.939846016270806,13.065049614112459,19.239250275633957,5.347298787210584,15.857294559712464,12.36062326417252,4.632617219408593,7.35,6.35,1.4000000000000001,30.95,22.75,11.799999999999999,47.5,50.0,31.1,90.28420356906808,91.93654990085922,85.261070720423,17.04059829059829,61.395348837209305,26.666666666666668,6.666666666666667,6.666666666666667,20.0,20.0,6.666666666666667,33.33333333333333,26.666666666666668,20.0,20.0,20.0,0.0,13.333333333333334,13.333333333333334,0.0,80.0,60.0,53.333333333333336,33.33333333333333,33.33333333333333,26.666666666666668,26.666666666666668,6.666666666666667,6.666666666666667,33.33333333333333,20.0,13.333333333333334,93.76513317191282,82.48730964467005,68.70554765291608,63.6734693877551,68.16816816816817,86.66343355965083,79.33526011560693,87.74141630901288,83.57612955705095,93.21930360415394,70.49504950495049,64.39482961222092,62.096774193548384,63.77777777777778,58.32127351664255,57.38317757009346,81.48148148148148,58.377239199157,51.271186440677965,50.96153846153846,88.01696712619301,86.02499999999999,70.07461091097454,81.56918238993711,85.39166666666667,77.53958734543737,68.49277296777296,70.8,70.75,67.35,59.7,64.50653560042508,65.06666666666668,50.4,28.398058252427184,27.205882352941174,48.420115709835336,46.36363636363636,46.37931034482759,49.48453608247423,31.75,10.0,6.75,55.7,79.18,86.5,38.80047980807677,64.25829668132747,74.62614954018393,83.5,95.9,98.1,65.34,87.92,93.1,90.97703509981623,93.49,74.57000000000001,16.24170616113744,53.297872340425535,51.2,48.89941487879632,20.719251336898395,65.91992029192312,80.27722772277228,36.1520190023753,53.84455361572067,64.472,15.471167369901547,53.53,88.10979853401788,50.9979248046875,49.86271279516749,65.46031746031747,81.20880487501555,83.69102616794575
LaCLIP_ViT-L-14,laion400m,LaCLIP,56.242820606344,67.71695076156749,46.78,39.50019992003199,27.0,13.333333333333334,8.0,27.251666855011862,22.309250506414585,16.85256891868462,55.464677528408465,51.410063469214165,39.50358786451177,11.190738699007717,20.286659316427784,4.630650496141125,10.834116157490605,10.354721450743343,2.5680035941839567,4.95,1.35,0.05,36.75,18.4,10.8,29.849999999999998,19.8,8.85,92.86186384666226,92.3331130204891,87.30998017184402,13.675213675213676,52.32558139534884,6.666666666666667,6.666666666666667,0.0,13.333333333333334,26.666666666666668,6.666666666666667,33.33333333333333,40.0,20.0,40.0,6.666666666666667,0.0,26.666666666666668,6.666666666666667,0.0,46.666666666666664,53.333333333333336,33.33333333333333,20.0,13.333333333333334,6.666666666666667,40.0,13.333333333333334,6.666666666666667,13.333333333333334,6.666666666666667,0.0,92.91767554479419,82.74111675126903,65.64722617354197,64.48979591836735,63.813813813813816,85.11154219204656,78.03468208092485,91.60407725321889,85.61709679804778,93.11749134595806,74.05940594059406,63.10223266745005,62.32718894009217,64.44444444444444,65.70188133140377,57.943925233644855,87.96296296296296,72.0758693361433,52.824858757062145,59.61538461538461,92.89501590668081,88.84166666666665,75.38535353535353,84.67374213836477,88.51666666666667,80.33903585841468,73.86557239057238,71.75,64.25,72.85,66.4,66.15042507970244,74.3,52.900000000000006,28.883495145631066,25.245098039215684,50.022251891410775,51.81818181818182,46.810344827586206,48.10996563573883,28.000000000000004,8.5,5.75,49.86,73.76,82.5,37.165133946421435,61.387445021991205,71.12754898040784,78.3,94.0,98.0,64.82,86.5,91.72,91.86753563256636,95.82000000000001,79.39,23.023696682464458,60.0531914893617,42.54,49.094455280022295,25.809269162210335,74.46298978077944,87.6990099009901,56.84085510688837,55.872845689779325,71.596,15.611814345991561,71.91,91.05198634434457,58.673095703125,64.74464579901154,65.49603174603175,88.4715831364258,83.82301412953706
coca_ViT-B-32,laion2b_s13b_b90k,OpenCLIP,44.960358491377825,61.80443099718421,40.739999999999995,30.403838464614154,48.0,20.666666666666668,16.666666666666664,16.781557238106,13.261309925725861,20.29705831358724,56.358917315535784,52.32611398285677,41.272437784902614,12.734288864388093,18.90848952590959,6.063947078280044,17.147422806730926,12.256473615422317,4.832237379513151,8.35,5.050000000000001,1.0999999999999999,38.9,24.5,15.1,44.95,45.800000000000004,26.950000000000003,91.27561136814276,90.94514210178454,84.79841374752148,15.81196581196581,59.76744186046512,20.0,13.333333333333334,6.666666666666667,33.33333333333333,13.333333333333334,6.666666666666667,40.0,40.0,20.0,26.666666666666668,0.0,0.0,20.0,13.333333333333334,6.666666666666667,66.66666666666666,66.66666666666666,53.333333333333336,46.666666666666664,26.666666666666668,20.0,26.666666666666668,6.666666666666667,6.666666666666667,46.666666666666664,13.333333333333334,13.333333333333334,92.7360774818402,82.48730964467005,68.20768136557611,66.93877551020408,67.41741741741741,86.12997090203686,78.46820809248555,87.5804721030043,82.33380167122681,91.65139482793728,72.87128712871286,66.50998824911868,61.175115207373274,64.44444444444444,49.92764109985528,57.943925233644855,83.64197530864197,59.43097997892518,54.09604519774012,50.96153846153846,88.54718981972428,86.20833333333333,71.10533481669846,82.15801886792453,85.55833333333334,77.48314486444902,72.71359427609428,69.6,70.75,66.7,60.25,64.29102019128587,65.33333333333333,47.9,29.36893203883495,29.411764705882355,48.10858923008456,45.22727272727273,44.91379310344827,49.140893470790374,31.0,9.25,7.249999999999999,54.52,78.14,85.1,36.7093162734906,61.97920831667333,72.29508196721312,82.2,95.4,97.5,63.76,86.14,91.72,90.7457067187016,93.89,74.15,14.440758293838861,53.297872340425535,45.34,44.52493730844246,18.90730837789661,62.79099585211988,78.9940594059406,44.77434679334917,53.81094877662383,63.598,26.72292545710267,71.57,88.98565006501332,50.7293701171875,57.880285557386046,62.801587301587304,84.09401815694565,82.659467932649
ViT-B-32,laion400m_e32,OpenCLIP,46.484786556676625,57.79262273683674,46.7,39.652139144342264,52.0,22.666666666666664,18.0,16.499039439484687,14.490209318028361,19.753799919089175,51.789570110580385,51.19849942201574,38.18621998298764,10.308710033076075,16.262403528114664,4.02425578831312,14.360909165169089,11.260925502368895,3.9153120405162554,7.7,5.45,0.8999999999999999,31.75,23.0,12.8,48.75,51.1,32.7,90.87904824851289,89.68935888962326,83.27825512227362,15.544871794871796,59.53488372093023,26.666666666666668,13.333333333333334,13.333333333333334,20.0,0.0,0.0,40.0,20.0,13.333333333333334,26.666666666666668,13.333333333333334,6.666666666666667,20.0,6.666666666666667,0.0,66.66666666666666,46.666666666666664,46.666666666666664,33.33333333333333,26.666666666666668,20.0,33.33333333333333,26.666666666666668,20.0,33.33333333333333,33.33333333333333,20.0,92.07021791767555,83.3756345177665,67.35419630156471,66.93877551020408,68.76876876876878,80.69835111542191,78.32369942196532,87.66094420600858,82.1563262589662,91.67175727957645,63.56435643564357,63.572267920094006,59.7926267281106,64.77777777777777,53.69030390738061,62.616822429906534,77.1604938271605,62.59220231822972,50.98870056497176,53.84615384615385,88.22905620360551,86.08333333333333,69.28142438369711,81.43411949685533,85.21666666666665,75.44553962382014,68.71795334295335,68.55,69.0,67.0,58.65,64.74086078639745,60.099999999999994,42.6,25.970873786407765,26.225490196078432,50.022251891410775,50.68181818181819,46.293103448275865,48.797250859106526,29.75,10.75,7.75,52.46,76.44,84.58,34.31827269092363,60.0,70.52778888444622,77.7,94.1,96.8,59.62,83.94,90.2,88.10485733061057,88.4,68.35,13.511848341232227,52.28723404255319,48.1,43.43828364446921,14.640819964349374,63.00054851542792,78.17029702970298,40.70467141726049,49.26629434638588,60.246,11.673699015471167,39.739999999999995,85.15683591339297,50.3204345703125,52.05930807248764,56.781746031746025,74.53053102847905,82.01634389248069
ViT-B-32-256,datacomp_s34b_b86k,OpenCLIP,39.47825910912761,60.19076876394736,33.800000000000004,29.040383846461417,47.0,26.333333333333332,19.333333333333332,16.40298338795344,14.085077650236327,13.431196902271283,65.07448363104974,63.41904948853846,52.49405657702459,11.080485115766264,19.1289966923925,4.961411245865491,13.624714099003432,9.922296193432446,3.341467897402385,8.4,4.75,1.0999999999999999,34.0,21.9,11.700000000000001,48.949999999999996,46.85,28.499999999999996,92.13483146067416,90.35029742233972,85.39325842696628,15.651709401709402,65.34883720930232,13.333333333333334,6.666666666666667,6.666666666666667,33.33333333333333,6.666666666666667,0.0,40.0,40.0,33.33333333333333,20.0,20.0,6.666666666666667,13.333333333333334,6.666666666666667,0.0,66.66666666666666,53.333333333333336,46.666666666666664,60.0,40.0,40.0,26.666666666666668,20.0,13.333333333333334,53.333333333333336,13.333333333333334,13.333333333333334,92.97820823244552,84.39086294416244,67.35419630156471,60.0,66.66666666666666,85.35402521823472,81.35838150289018,86.77575107296137,82.34859128891519,91.8142944410507,74.25742574257426,65.33490011750881,60.82949308755761,63.44444444444445,53.40086830680174,60.5607476635514,80.0925925925926,54.689146469968385,60.59322033898306,53.84615384615385,89.81972428419937,85.25833333333333,70.27244001789457,81.35424528301887,85.24166666666666,76.96497864481807,68.46383477633478,69.0,66.15,63.75,55.7,60.88097768331562,60.96666666666667,43.8,26.45631067961165,26.225490196078432,45.43836226079217,51.36363636363637,46.724137931034484,48.797250859106526,32.5,10.0,7.75,57.94,80.56,88.16,39.9280287884846,65.43382646941224,75.24990003998401,84.5,96.7,98.6,64.98,87.26,92.12,92.85952742966292,96.53,83.19,19.691943127962087,60.744680851063826,64.3,41.23711340206185,36.48395721925133,78.14540023621127,89.08910891089108,51.496437054631826,48.901441807620294,72.788,26.863572433192683,79.43,91.14678759861695,53.89404296875,52.883031301482696,67.44444444444444,89.91418977739087,84.00304799214737
ViT-B-32,openai,OpenCLIP,59.89601855341499,63.19675740788482,59.56,47.556977209116354,35.66666666666667,15.0,12.0,18.962594643462538,17.25860904794058,34.90146217418945,49.120000000000005,52.68000000000001,37.34,11.686879823594266,20.562293274531424,4.5203969128996695,14.7,8.7,3.04,6.35,5.2,1.0,20.1,16.150000000000002,6.1,39.85,40.65,22.2,89.1606080634501,85.39325842696628,77.79246530072703,15.064102564102564,50.697674418604656,6.666666666666667,0.0,0.0,6.666666666666667,20.0,0.0,33.33333333333333,13.333333333333334,13.333333333333334,6.666666666666667,6.666666666666667,0.0,6.666666666666667,0.0,0.0,53.333333333333336,26.666666666666668,13.333333333333334,26.666666666666668,33.33333333333333,13.333333333333334,13.333333333333334,13.333333333333334,6.666666666666667,20.0,26.666666666666668,13.333333333333334,90.92009685230025,80.0761421319797,69.20341394025604,61.224489795918366,63.96396396396396,77.20659553831231,68.78612716763006,84.06652360515021,79.73082895807143,88.61738953369985,69.3069306930693,57.57931844888367,64.51612903225806,61.88888888888889,58.17655571635311,65.98130841121495,77.77777777777779,71.75974710221286,54.94350282485876,51.92307692307693,90.13785790031812,87.41666666666667,74.94727166772621,84.42830188679245,87.20833333333333,81.57219153649929,74.10227873977874,70.6,69.54999999999998,69.75,61.1,67.29729011689692,72.06666666666666,54.0,30.582524271844658,30.88235294117647,43.257676902536716,50.68181818181819,46.293103448275865,47.07903780068728,31.25,11.0,8.75,50.12,75.0,83.54,30.451819272291083,55.97361055577769,66.86125549780088,78.8,94.9,98.2,58.76,83.5,90.04,88.2554870492184,89.83,65.08,17.213270142180097,44.41489361702128,45.540000000000006,42.2680412371134,19.646167557932262,66.68463489654084,84.0079207920792,32.55740300870942,55.87204557456273,63.336000000000006,27.42616033755274,48.25,87.13683179075112,60.6201171875,58.5941790225151,60.01587301587301,59.64432284541724,82.60588504593436
ViT-B-16,openai,OpenCLIP,59.409595272922864,62.55373840239127,57.42,49.636145541783286,37.333333333333336,16.333333333333332,12.0,20.431687196293367,16.866981769074947,28.879385077732184,52.24541429475016,53.342493838469764,39.05428689829658,12.954796030871002,18.90848952590959,5.4575523704520394,15.914474759026303,9.456175461525893,3.5957155693514133,7.449999999999999,5.4,1.05,23.35,17.8,6.7,38.45,39.4,20.549999999999997,90.6146728354263,85.65763384005287,80.17184401850628,15.277777777777779,51.3953488372093,13.333333333333334,6.666666666666667,0.0,20.0,0.0,0.0,13.333333333333334,26.666666666666668,13.333333333333334,26.666666666666668,13.333333333333334,0.0,6.666666666666667,13.333333333333334,0.0,60.0,20.0,20.0,26.666666666666668,13.333333333333334,6.666666666666667,33.33333333333333,0.0,0.0,13.333333333333334,20.0,6.666666666666667,93.46246973365618,80.96446700507614,66.6429587482219,60.0,65.01501501501501,78.41901066925315,66.76300578034682,86.96351931330472,80.78089181394661,89.35043779271025,68.71287128712872,55.346650998824906,66.70506912442397,66.77777777777779,61.50506512301013,60.93457943925233,82.71604938271605,72.70811380400421,47.59887005649718,51.92307692307693,90.56203605514315,88.52499999999999,76.69387170068988,85.87342767295597,88.81666666666666,81.89824662358518,75.74629028379029,72.7,64.75,69.2,61.25,68.41312433581297,74.06666666666666,50.1,26.941747572815533,30.392156862745097,51.09034267912772,46.13636363636363,48.44827586206897,54.98281786941581,25.0,10.75,7.5,52.5,76.68,84.66,33.07876849260296,58.36465413834466,68.96441423430628,82.2,96.6,99.0,62.08,85.7,91.9,88.94766257051616,90.8,68.22,22.838862559241708,44.680851063829785,54.74,48.62078573418779,24.27450980392157,69.32186213187317,88.72475247524753,43.34125098970705,58.0011521659119,68.318,26.441631504922647,51.790000000000006,88.84898303459968,54.01611328125,60.51619989017024,65.53174603174602,64.70588235294117,83.69880285412094
auto-ViT-45M-32-Text-18M,laion-yfcc,TinyCLIP,41.18965826405896,60.13385526022891,38.440000000000005,30.31987205117953,51.0,20.666666666666668,16.333333333333332,16.674200474629902,14.773801485482782,15.124544876610994,54.94994438264739,51.900804815808414,40.14918536936465,12.017640573318634,17.089305402425577,5.4575523704520394,12.782327234112072,11.339037738931546,3.3052197353373636,9.5,6.15,1.7500000000000002,32.800000000000004,23.1,13.100000000000001,47.449999999999996,49.15,30.65,91.01123595505618,92.13483146067416,85.59153998678123,17.147435897435898,60.46511627906976,13.333333333333334,6.666666666666667,6.666666666666667,33.33333333333333,20.0,6.666666666666667,40.0,40.0,26.666666666666668,13.333333333333334,6.666666666666667,0.0,20.0,0.0,0.0,73.33333333333333,66.66666666666666,60.0,33.33333333333333,33.33333333333333,13.333333333333334,26.666666666666668,20.0,13.333333333333334,33.33333333333333,20.0,20.0,93.64406779661016,82.48730964467005,67.28307254623044,62.857142857142854,64.71471471471472,85.06304558680893,79.47976878612717,88.11695278969958,83.41344376247875,92.68987986153533,76.23762376237624,64.15981198589894,63.824884792626726,63.55555555555556,57.74240231548481,60.5607476635514,80.70987654320987,57.218124341412015,51.69491525423729,55.769230769230774,88.01696712619301,86.08333333333333,71.89927303336394,81.86084905660377,85.64999999999999,77.38492575656379,68.01295093795093,71.19999999999999,70.05000000000001,64.75,61.900000000000006,64.95653560042508,65.26666666666667,47.4,28.155339805825243,29.65686274509804,45.17133956386293,44.77272727272727,43.62068965517241,53.608247422680414,29.25,8.75,6.0,53.58,77.32,85.3,36.917233106757294,62.65893642542983,73.16673330667733,80.0,95.4,97.4,63.94,86.12,92.14,89.7715933832088,92.81,71.88,15.132701421800949,53.51063829787234,53.239999999999995,45.83449428810253,19.008021390374335,62.005382022012526,78.86336633663366,37.0387965162312,53.534108911683276,62.682,34.177215189873415,59.919999999999995,87.26489054722082,50.9918212890625,51.40032948929159,61.75396825396825,77.47792563114041,83.48906370761155
ViT-B-32,datacomp_xl_s13b_b90k,OpenCLIP,44.06665656983947,59.01716003628075,37.019999999999996,32.91483406637345,52.33333333333333,26.666666666666668,20.666666666666668,16.436885523787996,13.598919648885888,12.957290643241057,63.781107548692454,61.09402604200746,50.48528866496543,11.907386990077178,18.136714443219404,5.181918412348401,12.260557915373305,9.414821924522137,2.8860684528671783,10.95,6.550000000000001,2.1,37.8,23.65,14.099999999999998,48.55,48.65,30.599999999999998,91.4738929279577,90.7468605419696,84.86450760079313,15.224358974358973,58.372093023255815,13.333333333333334,13.333333333333334,13.333333333333334,20.0,26.666666666666668,13.333333333333334,53.333333333333336,40.0,26.666666666666668,26.666666666666668,13.333333333333334,0.0,20.0,13.333333333333334,0.0,80.0,60.0,60.0,26.666666666666668,26.666666666666668,13.333333333333334,40.0,33.33333333333333,13.333333333333334,40.0,26.666666666666668,20.0,92.49394673123487,82.86802030456852,66.78520625889047,59.591836734693885,65.91591591591592,83.85063045586809,78.75722543352602,85.11266094420601,80.92139318198625,91.22378334351457,73.86138613861387,63.33725029377203,60.71428571428571,66.66666666666666,61.93921852387844,57.943925233644855,79.16666666666666,54.689146469968385,54.51977401129944,52.88461538461539,89.7136797454931,85.73333333333333,69.06652657107203,80.38427672955974,85.02499999999999,76.00833889074198,68.00739538239539,68.95,68.6,61.75,56.65,64.21578108395323,62.76666666666667,41.4,28.155339805825243,24.509803921568626,46.86248331108144,47.5,43.70689655172414,47.42268041237113,28.749999999999996,9.75,8.0,53.46,77.74,86.0,37.14514194322271,62.3390643742503,72.69092363054779,79.2,93.9,96.2,61.1,84.9,90.92,93.2079816172141,95.6,80.42,17.563981042654028,57.12765957446808,56.34,31.29005293953748,24.627450980392158,73.3032146610814,86.30891089108911,51.82106096595408,51.29378630522796,69.19,16.59634317862166,81.25,90.29231727737462,61.3067626953125,48.38001098297639,66.64682539682539,87.31501057082453,83.48296382881992
